unique_key,descriptor_id
69382390,Illegal Parking|Overnight Commercial Storage
69381185,Noise - Residential|Banging/Pounding
69382645,Noise - Residential|Banging/Pounding
69382624,Noise - Commercial|Banging/Pounding
69378476,Illegal Parking|Blocked Bike Lane
69383434,Encampment|N/A
69380391,Encampment|N/A
69379776,Noise - Street/Sidewalk|Loud Music/Party
69386975,Illegal Parking|Posted Parking Sign Violation
69383206,Indoor Air Quality|Chemical Vapors/Gases/Odors
69383751,"Noise|Noise, Barking Dog (NR5)"
69384789,Curb Condition|Defacement
69386316,Noise - Commercial|Banging/Pounding
69381003,Plumbing|Failure To Retain Water/Improper Drainage- (LL103/89)
69379630,Noise - Residential|Banging/Pounding
69383378,Street Sign - Damaged|St Name - Attached to Pole
69384340,Noise - Street/Sidewalk|Loud Music/Party
69377947,Blocked Driveway|No Access
69381036,Blocked Driveway|No Access
69380436,Illegal Dumping|Removal Request
69383470,Dirty Condition|Trash
69377734,Illegal Parking|Blocked Sidewalk
69388430,Illegal Parking|Blocked Sidewalk
69379144,Sewer|Catch Basin Clogged/Flooding (Use Comments) (SC)
69377574,Sewer|Sewer Backup (Use Comments) (SA)
69387250,Noise - Residential|Banging/Pounding
69385221,Illegal Parking|License Plate Obscured
69378530,Abandoned Vehicle|With License Plate
69379894,HEAT/HOT WATER|ENTIRE BUILDING
69386137,Abandoned Vehicle|With License Plate
69387789,Overgrown Tree/Branches|Hitting Building
69389339,Maintenance or Facility|Structure - Outdoors
69378477,Illegal Parking|Blocked Bike Lane
69379345,Illegal Parking|Overnight Commercial Storage
69381426,PLUMBING|BASIN/SINK
69381400,HEAT/HOT WATER|ENTIRE BUILDING
69384128,Blocked Driveway|Partial Access
69383017,WATER LEAK|HEAVY FLOW
69382965,UNSANITARY CONDITION|MOLD
69388911,ELECTRIC|POWER OUTAGE
69388908,ELECTRIC|POWER OUTAGE
69381451,UNSANITARY CONDITION|GARBAGE/RECYCLING STORAGE
69380063,GENERAL|SIGNAGE MISSING
69385491,Illegal Parking|Posted Parking Sign Violation
69384237,Noise - Residential|Banging/Pounding
69377969,Traffic Signal Condition|Street Light Feed
69385510,Illegal Parking|Posted Parking Sign Violation
69379218,Illegal Parking|Unauthorized Bus Layover
69389489,Dirty Condition|Trash
69381170,Noise - Residential|Banging/Pounding
69381010,Blocked Driveway|No Access
69378567,Damaged Tree|Branch or Limb Has Fallen Down
69385478,Illegal Parking|Double Parked Blocking Traffic
69377731,Illegal Parking|Blocked Sidewalk
69379399,Illegal Parking|Posted Parking Sign Violation
69387259,Noise - Residential|Banging/Pounding
69382215,Sewer|Street Flooding (SJ)
69385644,Blocked Driveway|No Access
69383578,Dirty Condition|Trash
69385429,Illegal Parking|Blocked Sidewalk
69380860,Illegal Parking|Blocked Sidewalk
69384205,Noise - Park|Loud Music/Party
69388006,Taxi Complaint|Driver Complaint - Passenger
69377659,Illegal Parking|Blocked Hydrant
69377530,Violation of Park Rules|Smoking
69389398,"Street Sign - Missing|No Parking, Standing, Stopping"
69377776,Illegal Parking|Double Parked Blocking Traffic
69387735,Blocked Driveway|No Access
69377682,Illegal Parking|Blocked Hydrant
69389022,UNSANITARY CONDITION|GARBAGE/RECYCLING STORAGE
69381481,UNSANITARY CONDITION|PESTS
69388926,FLOORING/STAIRS|FLOOR
69385879,DOOR/WINDOW|DOOR
69384597,WATER LEAK|SLOW LEAK
69384397,DOOR/WINDOW|WINDOW FRAME
69381371,FLOORING/STAIRS|FLOOR
69380010,UNSANITARY CONDITION|PESTS
69379980,UNSANITARY CONDITION|PESTS
69379923,PLUMBING|BASIN/SINK
69397786,Derelict Vehicles|Derelict Vehicles
69379546,Traffic Signal Condition|Street Light Feed
69378040,Noise - Park|Loud Music/Party
69383218,Root/Sewer/Sidewalk Condition|Trees and Sidewalks Program
69384229,Noise - Residential|Banging/Pounding
69386577,Litter Basket Complaint|Overflowing
69383305,Maintenance or Facility|Structure - Outdoors
69384096,Blocked Driveway|No Access
69380614,Rodent|Rat Sighting
69381674,Overgrown Tree/Branches|Blocking Street
69380065,Traffic Signal Condition|APS
69387101,Blocked Driveway|No Access
69385424,Illegal Parking|Blocked Sidewalk
69387777,Lost Property|Bag/Wallet
69378052,Noise - Residential|Banging/Pounding
69384119,Blocked Driveway|No Access
69389646,Tobacco or Non-Tobacco Sale|Banned Tobacco Flavors Sold
69385400,Illegal Parking|Blocked Hydrant
69378695,Illegal Parking|Posted Parking Sign Violation
69385744,Noise - Residential|Banging/Pounding
69389192,Abandoned Vehicle|With License Plate
69378580,Damaged Tree|Tree Alive - in Poor Condition
69384922,"Street Sign - Damaged|No Parking, Standing, Stopping"
69380607,Cannabis Retailer|Suspicious Activity
69388993,PLUMBING|BASIN/SINK
69386905,Illegal Parking|Blocked Sidewalk
69381405,PAINT/PLASTER|CEILING
69387493,HEAT/HOT WATER|APARTMENT ONLY
69382767,Noise - Street/Sidewalk|Loud Music/Party
69382884,GENERAL|VENTILATION SYSTEM
69385873,APPLIANCE|ELECTRIC/GAS RANGE
69378418,UNSANITARY CONDITION|PESTS
69377569,Sewer|Catch Basin Search (SC2)
69382570,Traffic Signal Condition|Veh Signal Lamp
69385403,Illegal Parking|Blocked Hydrant
69382725,Noise - Residential|Loud Talking
69386659,Rodent|Rat Sighting
69384123,Blocked Driveway|No Access
69389668,Illegal Parking|License Plate Obscured
69379652,Noise - Residential|Banging/Pounding
69387665,Street Condition|Pothole
69382490,General Construction/Plumbing|Debris - Excessive
69378979,Residential Disposal Complaint|Trash or Recycling Not Secure
69379077,Smoking or Vaping|Allowed in Smoke Free Area
69387718,Abandoned Vehicle|With License Plate
69378082,Noise - Residential|Banging/Pounding
69385335,Water System|Leak (Use Comments) (WA2)
69383744,Lead|Lead Kit Request (Residential) (L10)
69379229,Illegal Parking|Blocked Hydrant
69382277,Illegal Parking|Blocked Hydrant
69387500,HEAT/HOT WATER|ENTIRE BUILDING
69387194,Street Light Condition|Street Light Out
69386770,Sewer|Manhole Overflow (Use Comments) (SA1)
69386720,Lead|Lead Kit Request (Residential) (L10)
69385321,Water System|Hydrant Running (WC3)
69387460,ELECTRIC|POWER OUTAGE
69379837,ELECTRIC|NO LIGHTING
69378139,Noise - Street/Sidewalk|Loud Music/Party
69382335,Illegal Parking|Blocked Sidewalk
69384508,PLUMBING|WATER SUPPLY
69384043,Noise - Residential|Loud Television
69382632,Noise - Commercial|Loud Music/Party
69385870,Animal in a Park|Dog Off Leash
69387957,Street Sign - Dangling|Street Cleaning - ASP
69384111,Blocked Driveway|No Access
69384120,Blocked Driveway|No Access
69379253,Illegal Parking|Blocked Hydrant
69377599,Water System|Hydrant Running (WC3)
69397779,Derelict Vehicles|Derelict Vehicles
69386261,Curb Condition|Broken Curb
69378862,Dirty Condition|Trash
69381553,Elevator|Elevator - Multiple Devices On Property
69379685,Noise - Residential|Loud Music/Party
69383699,Smoking or Vaping|Allowed in Smoke Free Area
69380620,Obstruction|Trash or Recycling
69381688,Overgrown Tree/Branches|Hitting Building
69387097,Blocked Driveway|No Access
69381846,Illegal Parking|Parking Permit Improper Use
69388215,Rodent|Rat Sighting
69379755,Noise - Street/Sidewalk|Loud Music/Party
69383653,Consumer Complaint|Supermarket or Grocery Store
69385263,"Air Quality|Air: Odor/Fumes, Vehicle Idling (AD3)"
69378472,Illegal Parking|Blocked Bike Lane
69379815,DOOR/WINDOW|DOOR
69382129,Consumer Complaint|Used Car Dealer
69382636,Noise - Park|Loud Music/Party
69388138,Dirty Condition|Trash
69388142,Illegal Dumping|Chronic Dumping
69381052,Blocked Driveway|Partial Access
69393665,Derelict Vehicles|Derelict Vehicles
69381890,Encampment|N/A
69386416,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69389519,Missed Collection|Trash
69387064,Emergency Response Team (ERT)|After Hours Work - Illegal
69383060,Street Condition|Pothole
69381156,Noise - Residential|Banging/Pounding
69387027,Illegal Parking|Double Parked Blocking Vehicle
69388772,Noise - Residential|Loud Music/Party
69381007,Graffiti|Graffiti
69377704,Illegal Parking|Blocked Hydrant
69385652,Blocked Driveway|Partial Access
69381018,Blocked Driveway|No Access
69387392,Noise - Street/Sidewalk|Loud Music/Party
69380147,Damaged Tree|Branch Cracked and Will Fall
69385293,Noise|Noise: Construction Before/After Hours (NM1)
69383788,Sewer|Sewer Backup (Use Comments) (SA)
69382247,Water Conservation|Illegal Use Of A Hydrant (CIN)
69387906,Noise - Residential|Loud Music/Party
69385245,Residential Disposal Complaint|Bin Not Used
69385728,Noise - Residential|Banging/Pounding
69385645,Blocked Driveway|No Access
69389530,Illegal Parking|Blocked Crosswalk
69381800,Street Condition|Blocked - Construction
69387565,PLUMBING|WATER SUPPLY
69383054,Street Condition|Pothole
69382152,Smoking or Vaping|Allowed in Smoke Free Area
69386188,Damaged Tree|Branch Cracked and Will Fall
69381227,Noise - Residential|Loud Music/Party
69381675,Overgrown Tree/Branches|Blocking Street
69388722,Noise - Residential|Banging/Pounding
69380443,Illegal Dumping|Removal Request
69382690,Noise - Residential|Loud Music/Party
69380499,Obstruction|Cone
69385215,"Consumer Complaint|Bodega, Deli, or Convenience Store"
69388537,Illegal Parking|Double Parked Blocking Vehicle
69377871,Building/Use|Illegal Conversion Of Residential Building/Space
69380052,Street Condition|Pothole
69388488,Illegal Parking|Double Parked Blocking Traffic
69385192,Consumer Complaint|Garage or Parking Lot
69389282,Curb Condition|Broken Curb
69381049,Blocked Driveway|No Access
69385784,Noise - Residential|Loud Music/Party
69381618,Blocked Driveway|No Access
69383720,Noise|Noise: Alarms (NR3)
69384710,Traffic|Congestion/Gridlock
69386305,Maintenance or Facility|Garbage or Litter
69388073,Residential Disposal Complaint|Trash or Recycling Not Secure
69387419,Noise - Vehicle|Car/Truck Music
69385743,Noise - Residential|Banging/Pounding
69381527,Street Condition|Pothole
69382411,Illegal Parking|Posted Parking Sign Violation
69385511,Illegal Parking|Posted Parking Sign Violation
69384335,Noise - Street/Sidewalk|Loud Music/Party
69393668,Derelict Vehicles|Derelict Vehicles
69385308,Sewer|Sewer Backup (Use Comments) (SA)
69379463,Blocked Driveway|No Access
69388222,Rodent|Condition Attracting Rodents
69383079,Illegal Parking|Blocked Bike Lane
69380426,Dirty Condition|Trash
69381043,Blocked Driveway|No Access
69384689,Abandoned Vehicle|With License Plate
69380621,Obstruction|Trash or Recycling
69385241,Smoking or Vaping|Allowed in Smoke Free Area
69379987,UNSANITARY CONDITION|PESTS
69389111,APPLIANCE|REFRIGERATOR
69381467,UNSANITARY CONDITION|PESTS
69380473,Missed Collection|Compost
69384549,UNSANITARY CONDITION|PESTS
69380522,Dirty Condition|Trash
69379234,Illegal Parking|Blocked Hydrant
69384509,PLUMBING|WATER SUPPLY
69377747,Illegal Parking|Blocked Sidewalk
69380721,Water System|Hydrant Running (WC3)
69379653,Noise - Residential|Banging/Pounding
69386343,Sidewalk Condition|Blocked - Construction
69387687,Elevator|Elevator - Single Device On Property/No Alternate Service
69379433,Building/Use|Illegal Conversion Of Residential Building/Space
69385535,Illegal Parking|Posted Parking Sign Violation
69386528,Illegal Parking|Blocked Crosswalk
69379238,Illegal Parking|Blocked Hydrant
69386780,Sewer|Street Flooding (SJ)
69386774,Sewer|Sewer Odor (SA2)
69386721,Lead|Lead Kit Request (Residential) (L10)
69385316,Water System|Hydrant Running (WC3)
69387090,Blocked Driveway|No Access
69388845,Noise - Street/Sidewalk|Loud Talking
69387123,Blocked Driveway|No Access
69383582,Illegal Dumping|Chronic Dumping
69378742,Sidewalk Condition|Broken Sidewalk
69379466,Blocked Driveway|No Access
69380319,Sidewalk Condition|Broken Sidewalk
69383141,Animal-Abuse|Tortured
69382643,Noise - Residential|Banging/Pounding
69385501,Illegal Parking|Posted Parking Sign Violation
69388778,Noise - Residential|Loud Music/Party
69381187,Noise - Residential|Banging/Pounding
69385414,Illegal Parking|Blocked Sidewalk
69383827,Water System|Hydrant Running Full (WA4)
69378007,Traffic Signal Condition|Controller
69386453,Dirty Condition|Trash
69385352,Investigations and Discipline (IAD)|Investigative Inspection
69385358,Illegal Parking|Blocked Hydrant
69382545,Blocked Driveway|No Access
69389444,Encampment|N/A
69381883,Encampment|N/A
69387819,Street Condition|Dumpster - Construction Waste
69379132,Noise|Noise: Construction Before/After Hours (NM1)
69379756,Noise - Street/Sidewalk|Loud Music/Party
69385104,Dead Animal|Cat
69379477,Blocked Driveway|No Access
69384685,Abandoned Vehicle|With License Plate
69389187,Abandoned Vehicle|With License Plate
69378547,Blocked Driveway|No Access
69380632,Illegal Parking|License Plate Obscured
69378021,Panhandling|N/A
69386988,Illegal Parking|Posted Parking Sign Violation
69386843,Traffic Signal Condition|Veh Signal Lamp
69388058,Missed Collection|Bulky Recycling
69377565,Sewer|Catch Basin Clogged/Flooding (Use Comments) (SC)
69389579,Dead Animal|Rat or Mouse
69385061,Illegal Parking|Blocked Crosswalk
69383140,Animal-Abuse|Neglected
69386470,Dirty Condition|Trash
69379439,Noise - Vehicle|Engine Idling
69388617,Blocked Driveway|No Access
69379511,Blocked Driveway|No Access
69380600,Rodent|Condition Attracting Rodents
69380677,"Noise|Noise, Ice Cream Truck (NR4)"
69388850,Noise - Street/Sidewalk|Loud Talking
69384301,Noise - Street/Sidewalk|Loud Music/Party
69380165,Damaged Tree|Entire Tree Has Fallen Down
69380951,Illegal Parking|Posted Parking Sign Violation
69387051,Building/Use|Illegal Conversion Of Residential Building/Space
69378573,Damaged Tree|Branch or Limb Has Fallen Down
69379606,Panhandling|N/A
69380712,Water System|Hydrant Leaking (WC1)
69384405,ELECTRIC|OUTLET/SWITCH
69382853,ELECTRIC|POWER OUTAGE
69388642,Non-Emergency Police Matter|Trespassing
69388031,Dirty Condition|Trash
69386361,Street Condition|Cave-in
69385536,Illegal Parking|Posted Parking Sign Violation
69389123,Street Condition|Pothole
69382543,Blocked Driveway|No Access
69380071,Illegal Parking|Blocked Bike Lane
69385484,Illegal Parking|Double Parked Blocking Traffic
69386996,Illegal Parking|Posted Parking Sign Violation
69383055,Street Condition|Pothole
69388412,Illegal Parking|Blocked Hydrant
69386689,Illegal Parking|License Plate Obscured
69384813,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69380642,Smoking or Vaping|Allowed in Smoke Free Area
69377976,Street Condition|Pothole
69384282,Noise - Residential|Loud Music/Party
69380178,Food Poisoning|1 or 2
69385573,Building/Use|Illegal Conversion Of Residential Building/Space
69377759,Illegal Parking|Blocked Sidewalk
69378789,Day Care|Day Care Facility
69377794,Illegal Parking|Posted Parking Sign Violation
69379049,Bike/Roller/Skate|N/A
69385354,Traffic|Drag Racing
69382505,Blocked Driveway|No Access
69387666,Street Condition|Pothole
69384629,Street Condition|Pothole
69380132,Animal-Abuse|Tortured
69385252,Traffic Signal Condition|Ped Multiple Lamps
69380668,Lead|Lead Kit Request (Residential) (L10)
69381574,Abandoned Vehicle|With License Plate
69387793,Overgrown Tree/Branches|Hitting Building
69385815,Noise - Street/Sidewalk|Loud Music/Party
69385428,Illegal Parking|Blocked Sidewalk
69386359,Street Condition|Cave-in
69380732,Water System|Hydrant Running (WC3)
69380681,Noise|Noise: Alarms (NR3)
69385754,Noise - Residential|Banging/Pounding
69381450,UNSANITARY CONDITION|GARBAGE/RECYCLING STORAGE
69388771,Noise - Residential|Loud Music/Party
69389432,Homeless Person Assistance|Non-Chronic
69383679,Consumer Complaint|Other Store (Non-Food)
69383875,Illegal Parking|Blocked Hydrant
69380130,Animal-Abuse|Neglected
69384221,Noise - Residential|Banging/Pounding
69382253,Violation of Park Rules|Unsafe Use of Playground
69381044,Blocked Driveway|No Access
69381797,Street Condition|Blocked - Construction
69381528,Street Condition|Pothole
69381581,Abandoned Vehicle|With License Plate
69381703,Unsanitary Animal Pvt Property|Dog
69388707,Noise - Park|Loud Music/Party
69379530,Blocked Driveway|Partial Access
69389457,Encampment|N/A
69386585,Sanitation Worker or Vehicle Complaint|Spilled Garbage
69383443,Encampment|N/A
69386386,Illegal Parking|Parking Permit Improper Use
69382594,Street Light Condition|Street Light Out
69382216,Sewer|Street Flooding (SJ)
69384480,PLUMBING|BASIN/SINK
69389012,PLUMBING|WATER SUPPLY
69383902,Illegal Parking|Blocked Hydrant
69382998,UNSANITARY CONDITION|PESTS
69386402,Overgrown Tree/Branches|Hitting Power Lines
69382251,Building/Use|No Certificate Of Occupancy/Illegal/Contrary To CO
69380210,Unsanitary Pigeon Condition|Pigeon Waste
69377869,Building/Use|Illegal Conversion Of Residential Building/Space
69388201,Bike/Roller/Skate|N/A
69384361,Non-Emergency Police Matter|Other (complaint details)
69383989,Illegal Parking|Posted Parking Sign Violation
69383828,Water System|Hydrant Running Full (WA4)
69378008,Traffic Signal Condition|Controller
69383382,Taxi Complaint|Driver Complaint - Non Passenger
69380459,Residential Disposal Complaint|Trash or Recycling Not Secure
69380945,Illegal Parking|Posted Parking Sign Violation
69381843,Illegal Parking|Parking Permit Improper Use
69383966,Illegal Parking|Double Parked Blocking Traffic
69382484,Noise - Vehicle|Engine Idling
69385667,Drinking|In Public
69386677,Consumer Complaint|Tow Truck Company
69387160,Drinking|In Public
69383722,"Air Quality|Air: Odor/Fumes, Restaurant (AD2)"
69380743,Water System|Hydrant Running Full (WA4)
69387489,GENERAL|JANITOR/SUPER
69377934,Blocked Driveway|No Access
69385899,ELECTRIC|POWER OUTAGE
69386024,UNSANITARY CONDITION|MOLD
69382937,PLUMBING|BATHTUB/SHOWER
69381429,PLUMBING|BATHTUB/SHOWER
69381372,FLOORING/STAIRS|FLOOR
69386837,General Construction/Plumbing|Building Permit - None
69387300,Noise - Residential|Loud Music/Party
69389434,Homeless Person Assistance|Non-Chronic
69379516,Blocked Driveway|Partial Access
69388431,Illegal Parking|Blocked Sidewalk
69379362,Illegal Parking|Posted Parking Sign Violation
69387949,Street Condition|Failed Street Repair
69388667,Street Light Condition|Street Light Out
69382318,Illegal Parking|Blocked Sidewalk
69384900,Street Condition|Blocked - Construction
69379785,Noise - Vehicle|Car/Truck Music
69378578,Damaged Tree|Tree Alive - in Poor Condition
69385473,Illegal Parking|Double Parked Blocking Traffic
69381022,Blocked Driveway|No Access
69377584,Water System|Dirty Water (WE)
69382714,Noise - Residential|Loud Music/Party
69383056,Street Condition|Pothole
69389341,Maintenance or Facility|Structure - Outdoors
69381655,Damaged Tree|Tree Leaning/Uprooted
69378192,Noise - Street/Sidewalk|Loud Music/Party
69381299,Noise - Street/Sidewalk|Loud Talking
69385845,Noise - Street/Sidewalk|Loud Music/Party
69387155,Blocked Driveway|Partial Access
69379274,Illegal Parking|Blocked Hydrant
69387150,Blocked Driveway|Partial Access
69384412,ELEVATOR|MAINTENANCE
69378942,Highway Condition|Pothole - Highway
69381730,Food Establishment|Rodents/Insects/Garbage
69389024,UNSANITARY CONDITION|GARBAGE/RECYCLING STORAGE
69381401,HEAT/HOT WATER|ENTIRE BUILDING
69378379,UNSANITARY CONDITION|GARBAGE/RECYCLING STORAGE
69385596,General Construction/Plumbing|Vent/Exhaust - Illegal/Improper
69381646,Damaged Tree|Branch or Limb Has Fallen Down
69378779,Construction Lead Dust|Common Areas and Apartment
69388033,Dirty Condition|Trash
69384385,DOOR/WINDOW|DOOR
69387644,DOOR/WINDOW|DOOR
69381532,Street Condition|Pothole
69386114,Illegal Parking|Blocked Bike Lane
69382752,Noise - Street/Sidewalk|Loud Music/Party
69387420,Non-Emergency Police Matter|Other (complaint details)
69385223,Illegal Parking|License Plate Obscured
69381146,Noise - Commercial|Loud Talking
69377722,Illegal Parking|Blocked Sidewalk
69378870,Illegal Dumping|Removal Request
69387288,Noise - Residential|Loud Music/Party
69388787,Noise - Residential|Loud Talking
69380497,Obstruction|Cone
69389409,Overgrown Tree/Branches|Hitting Phone/Cable Lines
69383995,Illegal Parking|Posted Parking Sign Violation
69379217,Illegal Parking|Unauthorized Bus Layover
69387041,Noise - Vehicle|Car/Truck Horn
69386231,Overgrown Tree/Branches|Hitting Building
69382597,Street Light Condition|Street Light Out
69385309,Water System|Dirty Water (WE)
69381696,Taxi Complaint|Driver Complaint - Passenger
69385730,Noise - Residential|Banging/Pounding
69383205,Illegal Tree Damage|Trunk Damaged
69384725,Damaged Tree|Branch Cracked and Will Fall
69381056,Blocked Driveway|Partial Access
69385216,Consumer Complaint|Restaurant
69378665,Food Establishment|Food Spoiled
69386997,Illegal Parking|Posted Parking Sign Violation
69388688,Street Light Condition|Street Light Out
69388321,Water System|Hydrant Running (WC3)
69382840,ELECTRIC|LIGHTING
69386043,UNSANITARY CONDITION|PESTS
69383003,UNSANITARY CONDITION|PESTS
69380472,Missed Collection|Compost
69384145,Non-Emergency Police Matter|Trespassing
69378563,Damaged Tree|Branch Cracked and Will Fall
69384080,Plumbing|Failure To Retain Water/Improper Drainage- (LL103/89)
69382258,Investigations and Discipline (IAD)|Investigative Inspection
69388937,GENERAL|CABINET
69382923,PAINT/PLASTER|WALL
69387710,Abandoned Vehicle|With License Plate
69388517,Illegal Parking|Posted Parking Sign Violation
69388252,Residential Disposal Complaint|Waste Not Separated
69382412,Illegal Parking|Posted Parking Sign Violation
69385673,Street Condition|Pothole
69386647,Illegal Parking|Blocked Crosswalk
69377855,Noise - Vehicle|Car/Truck Horn
69385417,Illegal Parking|Blocked Sidewalk
69385610,Blocked Driveway|No Access
69380756,Water Conservation|Illegal Use Of A Hydrant (CIN)
69379060,Maintenance or Facility|Rodent Sighting
69386160,Abandoned Vehicle|With License Plate
69382498,Graffiti|Graffiti
69381831,Street Sign - Dangling|Stop
69377942,Blocked Driveway|No Access
69383686,Obstruction|Trash or Recycling
69381631,Food Establishment|Permit/License/Certificate
69381787,Sidewalk Condition|Broken Sidewalk
69384812,For Hire Vehicle Complaint|Car Service Company Complaint
69383705,Water System|Possible Water Main Break (Use Comments) (WA1)
69386815,Water System|Hydrant Running Full (WA4)
69383745,Lead|Lead Kit Request (Residential) (L10)
69386303,Lost Property|Bag/Wallet
69378306,HEAT/HOT WATER|ENTIRE BUILDING
69382932,PLUMBING|BASIN/SINK
69379960,UNSANITARY CONDITION|MOLD
69389561,Vendor Enforcement|Non-Food Vendor
69383463,Dirty Condition|Trash
69381732,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69382260,Illegal Parking|Unauthorized Bus Layover
69378467,Illegal Parking|Blocked Bike Lane
69386285,Illegal Parking|Blocked Hydrant
69384321,Noise - Street/Sidewalk|Loud Music/Party
69383913,Illegal Parking|Blocked Sidewalk
69386686,Illegal Parking|License Plate Obscured
69387799,Root/Sewer/Sidewalk Condition|Trees and Sidewalks Program
69383213,Overgrown Tree/Branches|Clear Street Light
69389271,Root/Sewer/Sidewalk Condition|Trees and Sidewalks Program
69383175,Damaged Tree|Branch or Limb Has Fallen Down
69382136,Illegal Parking|License Plate Obscured
69383769,Noise|Noise: Construction Equipment (NC1)
69382760,Noise - Street/Sidewalk|Loud Music/Party
69379276,Illegal Parking|Blocked Hydrant
69377751,Illegal Parking|Blocked Sidewalk
69385554,Noise - Residential|Loud Television
69388794,Noise - Residential|Loud Talking
69384358,Noise - Vehicle|Car/Truck Music
69382137,Illegal Parking|License Plate Obscured
69381571,Abandoned Vehicle|With License Plate
69380053,Street Condition|Pothole
69386904,Illegal Parking|Blocked Sidewalk
69382202,Noise|Noise: Construction Equipment (NC1)
69387457,ELECTRIC|OUTLET/SWITCH
69388901,ELECTRIC|NO LIGHTING
69381517,APPLIANCE|REFRIGERATOR
69381422,PLUMBING|BASIN/SINK
69378783,Illegal Parking|Parking Permit Improper Use
69388020,Panhandling|N/A
69384525,UNSANITARY CONDITION|GARBAGE/RECYCLING STORAGE
69383041,APPLIANCE|REFRIGERATOR
69378424,UNSANITARY CONDITION|PESTS
69389433,Homeless Person Assistance|Non-Chronic
69382508,Blocked Driveway|No Access
69380669,Lead|Lead Kit Request (Residential) (L10)
69397783,Derelict Vehicles|Derelict Vehicles
69379684,Noise - Residential|Loud Music/Party
69378952,Vendor Enforcement|Food Vendor
69378140,Noise - Street/Sidewalk|Loud Music/Party
69388210,Rodent|Condition Attracting Rodents
69386496,Missed Collection|Bulky Recycling
69380867,Illegal Parking|Blocked Sidewalk
69386373,Street Sign - Damaged|Other/Unknown
69379541,Blocked Driveway|Partial Access
69385229,Illegal Parking|License Plate Obscured
69384637,Illegal Parking|Blocked Bike Lane
69382254,Traffic Signal Condition|Pedestrian Signal
69387124,Blocked Driveway|No Access
69380792,Illegal Parking|Blocked Hydrant
69382997,UNSANITARY CONDITION|PESTS
69378123,Noise - Residential|Loud Talking
69385624,Blocked Driveway|No Access
69388002,Homeless Person Assistance|Non-Chronic
69381118,Traffic Signal Condition|Controller
69386830,Building/Use|No Certificate Of Occupancy/Illegal/Contrary To CO
69381206,Noise - Residential|Loud Music/Party
69382655,Noise - Residential|Banging/Pounding
69387786,Overgrown Tree/Branches|Hitting Building
69381827,"Street Condition|Rough, Pitted or Cracked Roads"
69384562,UNSANITARY CONDITION|PESTS
69379984,UNSANITARY CONDITION|PESTS
69378425,UNSANITARY CONDITION|PESTS
69386564,Vendor Enforcement|Non-Food Vendor
69381828,Street Sign - Damaged|Bus Stop
69382339,Illegal Parking|Blocked Sidewalk
69386399,Street Condition|Plate Condition - Noisy
69383242,Curb Condition|Defacement
69388689,Street Light Condition|Street Light Out
69380670,Lead|Lead Kit Request (Residential) (L10)
69384846,Maintenance or Facility|Garbage or Litter
69387148,Blocked Driveway|Partial Access
69388647,Violation of Park Rules|Obstructing Public Use
69382568,Blocked Driveway|Partial Access
69385369,Illegal Parking|Blocked Hydrant
69386958,Illegal Parking|Double Parked Blocking Traffic
69387149,Blocked Driveway|Partial Access
69379070,Illegal Parking|License Plate Obscured
69381934,Illegal Dumping|Removal Request
69388678,Traffic Signal Condition|Controller
69385105,Dead Animal|Cat
69377814,Illegal Parking|Posted Parking Sign Violation
69389669,Illegal Parking|License Plate Obscured
69387114,Blocked Driveway|No Access
69379062,Maintenance or Facility|Rodent Sighting
69382520,Blocked Driveway|No Access
69389337,Maintenance or Facility|Structure - Outdoors
69380254,Illegal Parking|Blocked Hydrant
69384133,Blocked Driveway|Partial Access
69379047,Consumer Complaint|Travel Agency
69382673,Noise - Residential|Banging/Pounding
69383153,Broken Parking Meter|Out of Order
69385237,Highway Condition|Litter
69377548,Lead|Lead Kit Request (Residential) (L10)
69380379,Derelict Vehicles|Derelict Vehicles
69378124,Noise - Residential|Loud Talking
69381804,Street Condition|Cave-in
69385476,Illegal Parking|Double Parked Blocking Traffic
69386510,Missed Collection|Trash
69387622,WATER LEAK|HEAVY FLOW
69381501,PAINT/PLASTER|WALL
69388973,PAINT/PLASTER|WALL
69379659,Noise - Residential|Banging/Pounding
69379736,Noise - Street/Sidewalk|Loud Music/Party
69386019,UNSANITARY CONDITION|MOLD
69383974,Illegal Parking|Double Parked Blocking Traffic
69386388,Illegal Parking|Parking Permit Improper Use
69384374,APPLIANCE|ELECTRIC/GAS RANGE
69389501,Illegal Dumping|Removal Request
69383782,Sewer|Sewer Backup (Use Comments) (SA)
69377560,Noise|Noise: Construction Equipment (NC1)
69385584,General Construction/Plumbing|Building Shaking/Vibrating/Structural Stability
69379640,Noise - Residential|Banging/Pounding
69378873,Illegal Dumping|Removal Request
69387755,Damaged Tree|Entire Tree Has Fallen Down
69389124,Street Condition|Pothole
69388359,Illegal Parking|Blocked Hydrant
69386967,Illegal Parking|Double Parked Blocking Traffic
69377782,Illegal Parking|Double Parked Blocking Traffic
69380501,Highway Condition|Pothole - Highway
69385605,Blocked Driveway|No Access
69384787,Curb Condition|Broken Curb
69384892,Sidewalk Condition|Broken Sidewalk
69383057,Street Condition|Pothole
69378143,Noise - Street/Sidewalk|Loud Music/Party
69389281,Bus Stop Shelter Complaint|Dirty/Graffiti
